conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,quote_count,reply_count,retweet_count,tweet_url,user_id_str,Keyword,ID
1.97E+18,10/9/2025 11:00,0,@Ayel_JKT48 kenalan dulu tau tau aku jadi presiden kamu masih ga kenal,1.97E+18,,__AnakKolong,in,0,0,0,https://x.com/undefined/status/1965732051849744670,1.05E+18,Presiden,2592
1.97E+18,10/9/2025 11:00,0,@Gojekmilitan @prabowo Mas namanya hak prerogatif ya sesuka hati presiden. Kalo mau digugat gugat aj UU Kepresidenan di MK hehe.,1.97E+18,,txtdrimedia,in,0,0,0,https://x.com/undefined/status/1965732034812543326,992911423,Presiden,2593
1.97E+18,10/9/2025 10:59,0,@ARSIPAJA nasib punya Presiden member grup KAMI Skizo ya gini deh https://t.co/6DON7tuNXL,1.97E+18,,Ayel_JKT48,in,0,1,0,https://x.com/undefined/status/1965731886430646364,1.94E+18,Presiden,2594
1.97E+18,10/9/2025 10:58,0,BRICS kuasai 55% populasi dunia. Presiden Prabowo : Pilar Kekuatan Global https://t.co/maVYvR53Gp,1.97E+18,,Gojekmilitan,in,0,0,0,https://x.com/undefined/status/1965731589499060537,286010660,Presiden,2595
1.97E+18,10/9/2025 10:57,0,Langkah ini menegaskan bahwa pemerintah di kepemimpinan Presiden Prabowo sangat serius untuk menghapus kemiskinan di Indonesia dan tidak mau lagi ada masyarakat Indonesia yang gak bisa makan mereka harus terbebas dari kemiskinan dan harus bangkit begitupula dengan kaum difable,1.97E+18,https://pbs.twimg.com/media/G0euTIWboAA3ROt.jpg,ARSIPAJA,in,0,0,0,https://x.com/undefined/status/1965731409911599148,178998529,Presiden,2596
1.97E+18,10/9/2025 10:57,0,kira kira kl aku jd presiden ad yg mw pilih ga ya,1.97E+18,https://pbs.twimg.com/media/G0euKi5aUAAltBp.jpg,,in,0,0,0,https://x.com/undefined/status/1965731272996831262,2501227944,Presiden,2597
1.97E+18,10/9/2025 10:56,0,@deriesvida @Liezagie @unmagnetism goblok menteri itu pembantu presiden mereka bekerja atas apa yang presiden mau,1.97E+18,,jumaani_nashra,in,0,0,0,https://x.com/undefined/status/1965731196689842498,1372370347,Presiden,2598
1.97E+18,10/9/2025 10:56,0,@KotaNusantara Semoga kerja keras Presiden Prabowo buat swasembada gula potensi Indonesia makin terwujud,1.97E+18,,,in,0,0,0,https://x.com/undefined/status/1965731184908046770,1.24E+18,Presiden,2599
1.97E+18,10/9/2025 10:56,1,@kompascom Katanya pinterrrrrrr Klo pinter ya belajar karena haus ilmu. Memang pilihan mulyono pasti ada sesuatu bau busuk . Kalau ga sesuai visi misi presiden saat itu dipecat. Tolol sampe atasssss,1.97E+18,,deriesvida,in,0,0,0,https://x.com/undefined/status/1965731115957960742,1.31E+18,Presiden,2600
1.97E+18,10/9/2025 10:56,0,@Epricila10 Setuju Bp.Jokowi presiden terbaik...,1.97E+18,,KotaNusantara,in,0,0,0,https://x.com/undefined/status/1965731035729248336,1.70E+18,Presiden,2601
1.97E+18,10/9/2025 10:56,1,[5/5] 🇺🇲 Trump: Sangat Tidak Senang dengan Serangan Israel Presiden AS Donald Trump menyatakan ia sangat tidak senang dengan segala aspek dari serangan Israel di Doha. Ia menilai serangan itu sepihak dan tidak menguntungkan kepentingan AS maupun Israel. https://t.co/iebL0WwWxD,1.97E+18,,kompascom,in,0,0,0,https://x.com/undefined/status/1965730996290224416,1.69E+18,Presiden,2602
1.97E+18,10/9/2025 10:51,1,@NgkongRoses @ListyoSigitP @DivHumas_Polri @RESarolangun @prabowo @ahriesonta @KemensetnegRI @setkabgoid @AlmaghribiS @Kenikir27 @Kimberley_PS08 @Alie_Fahnoor @polda_jambi @Gerindra Semoga tidak kawan... Kalau dibawah msh main2..kata temen2 mreka aksi di depan kapolri langsung.berarti kapolri mengabaikan instruksi presiden,1.97E+18,,Epricila10,in,0,0,0,https://x.com/undefined/status/1965729735809675430,1.21E+18,Presiden,2603
1.97E+18,10/9/2025 10:50,1,Mulai nih naek akun2 yg malah blunderrrrrrrrr blg presiden dan wakil gabole d jelek2in. Uda gila ya orang2 ini,1.97E+18,https://pbs.twimg.com/media/G0eswAdXsAA5Di6.jpg,SputnikIndo,in,0,1,1,https://x.com/undefined/status/1965729706457878907,1.91E+18,Presiden,2604
1.97E+18,10/9/2025 10:50,2,Penutup Reshuffle Kabinet Merah Putih pada 8 September 2025 yang seharusnya menjadi langkah strategis untuk mempercepat visi Asta Cita Presiden Prabowo Subianto justru terlihat seperti permainan politik yang mengutamakan konsolidasi koalisi di atas kompetensi dan kepercayaan,1.97E+18,,NgkongRoses,in,0,0,2,https://x.com/undefined/status/1965729541852471562,1.46E+18,Presiden,2605
1.97E+18,10/9/2025 10:50,0,Reshuffle Kabinet Merah Putih Antara Ambisi Politik dan Ketimpangan Visi Reshuffle Kabinet Merah Putih yang dilakukan Presiden Prabowo Subianto pada 8 September 2025 tampaknya lebih merupakan manuver politik yang cerdik untuk memperkuat basis koalisi daripada langkah strategis https://t.co/PEMQJSNh3J,1.97E+18,,,in,0,0,0,https://x.com/undefined/status/1965729501050261570,164676714,Presiden,2606
1.97E+18,10/9/2025 10:49,7,@GenZNusantara Keputusan Presiden Prabowo melibatkan SPPI udah ngebuktiin perubahan signifikan,1.97E+18,,hnirankara,in,0,2,1,https://x.com/undefined/status/1965729434432045162,8.71E+17,Presiden,2607
1.97E+18,10/9/2025 10:49,90,@sm0kinarea @txtdrgame WKWKWKWK tidaaaaaak mending langsung presiden aja‍↕️,1.97E+18,https://pbs.twimg.com/media/G0eqxXnaQAAW4qI.jpg,,in,1,5,23,https://x.com/undefined/status/1965729411845775628,8.71E+17,Presiden,2608
1.97E+18,10/9/2025 10:48,0,@kompascom Di iyakan saja napa pak @KemensetnegRI? Mayoritas rakyat jg senang &amp; bangga kalau melihat Presiden @prabowo mulai terlepas dr dekapan genk Solo,1.97E+18,,GenZNusantara,in,0,0,0,https://x.com/undefined/status/1965729119607693772,1.70E+18,Presiden,2609
1.97E+18,10/9/2025 10:48,0,@kompascom Apa salah satu syarat jadi pembantu presiden harus ABS?,1.97E+18,,sm0kinarea,in,0,0,0,https://x.com/undefined/status/1965729053094383922,1.15E+18,Presiden,2610
1.97E+18,10/9/2025 10:47,0,@msaid_didu Lagian harusnya yg tertulis itu bantuan pemerintah bukan tertulis bantuan presiden ataupun wapres. Kesannya kek pakai duit pribadi aja.,1.97E+18,,kompascom,in,0,0,0,https://x.com/undefined/status/1965728755823063256,1.78E+18,Presiden,2611
1.97E+18,10/9/2025 10:46,0,@abu_waras Kita pantau dulu sepak terjangnya kalau sekiranya ada perubahan yg lebih baik dg kebijakannya kita wajib dukung tapi kalau tidak ya apa boleh buat presiden harus evaluasi kbali.,1.97E+18,,kompascom,in,0,0,0,https://x.com/undefined/status/1965728707173396888,1.68E+18,Presiden,2612
1.97E+18,10/9/2025 10:46,1,@Tan_Mar3M lah serah presiden dong goblok... dlu aj si mulyono ganti mentri se'enak jidatnya dia. apa urusan elu ...KURAP....!?,1.97E+18,,msaid_didu,in,0,0,0,https://x.com/undefined/status/1965728630589563294,1.25E+18,Presiden,2613
1.97E+18,10/9/2025 10:46,0,Yang bisikin Presiden siapa sih?!? Elit pro rakyat??? Ya Allah gemes banget punya Presiden dibikin buta dan tuli,1.97E+18,,abu_waras,in,0,0,0,https://x.com/undefined/status/1965728591876137138,1.28E+18,Presiden,2614
1.97E+18,10/9/2025 10:46,3,Video Gibran soal Reshuffle: Sudah Dihitung Matang oleh Pak Presiden https://t.co/esbfdAAD49,1.97E+18,,Tan_Mar3M,in,0,0,1,https://x.com/undefined/status/1965728535987081289,1.57E+18,Presiden,2615
1.97E+18,10/9/2025 10:46,1,Beredar tujuh nama yang diisukan bakal dilantik menjadi menteri dan wakil menteri (wamen) oleh Presiden Prabowo Subianto. Berdasarkan informasi yang diperoleh tujuh nama tersebut dari kalangan politikus akademisi hingga militer. https://t.co/GW2rB63X5i,1.97E+18,,,in,0,0,0,https://x.com/undefined/status/1965728499240718482,9.75E+17,Presiden,2616
1.97E+18,10/9/2025 10:45,0,@Ahmadsarifuddi8 @allandbagus @RamaAdamfaathir @txtdrimedia Ya Indonesia pada 1998 adalah contohnya: protes massal dan krisis ekonomi memaksa Soeharto mundur dari jabatan presiden. Contoh lain di sistem presidensial: - Filipina 1986: Revolusi People Power gulingkan Marcos lewat demonstrasi damai. - Mesir 2011: Revolusi Arab Spring paksa,1.97E+18,,,in,0,0,0,https://x.com/undefined/status/1965728303261876699,598959076,Presiden,2617
1.97E+18,10/9/2025 10:45,0,Apa salahnya menteri keuangan dari ITB. Sesekali tukang insinyur dijadikan bendahara republik ini. Yang presiden sudah dua kali. Bung Karno dan pak Habibie. Kini pak Purbaya menjadi menteri keuangan. Pak @BudiGSadikin seorang bankir malah jadi menteri kesehatan. Ok juga Gas !,1.97E+18,,,in,0,0,0,https://x.com/undefined/status/1965728250124239254,509946051,Presiden,2618
1.97E+18,10/9/2025 10:44,2,@GenZNusantara Gue dukung langkah Presiden Prabowo sekarang deteksi dini makin gampang buat semua,1.97E+18,,Ahmadsarifuddi8,in,0,0,0,https://x.com/undefined/status/1965728177743135034,1.72E+18,Presiden,2619
1.97E+18,10/9/2025 10:44,0,Presiden Prabowo Panggil Menteri Kehutanan Bahas Keseimbangan Pembangunan dan Pelestarian Hutan Rabu Purbaya sore https://t.co/Cv9IbOFD0r,1.97E+18,,,in,0,0,0,https://x.com/undefined/status/1965728099385102820,1360992242,Presiden,2620
1.97E+18,10/9/2025 10:44,0,Mengapa Presiden Prabowo Sebut Makar ? Ini Penjelasan Pengamat! https://t.co/JcruDHpWuv,1.97E+18,,GenZNusantara,in,0,0,0,https://x.com/undefined/status/1965727953012355577,1.94E+18,Presiden,2621
1.97E+18,10/9/2025 10:43,0,@allandbagus @RamaAdamfaathir @txtdrimedia Ga ada contohnya negara yg sistem presidensial spt Indonesia kah yang digulingkan rakyat Bantu jawab @grok Bukankah Indonesia pernah begitu di era presiden Soeharto 1998?,1.97E+18,https://pbs.twimg.com/ext_tw_video_thumb/1965727817108496384/pu/img/bziAiQf6JjCe9yHO.jpg,,in,0,0,0,https://x.com/undefined/status/1965727936629358701,1.26E+18,Presiden,2622
1.97E+18,10/9/2025 10:43,0,@C18Gakpo @txtdrimedia Lucu kamu Menkeu gak boleh dan gak berhak ngutang sendiri. Presiden lah yg memutuskan itu. Ketika ada program pemerintah ditanya Menkeu..ada dana?ada/ Tidak! Jika tidak Baisa kita ngutang lagi... ya jadinya pinjam lagi. Jadi abaswd on President lah,1.97E+18,,,in,0,0,0,https://x.com/undefined/status/1965727868052267362,1303115408,Presiden,2623
1.97E+18,10/9/2025 10:43,1,dapat jatah kabinet padahal demokrasi yang sehat adalah harus adanya oposisi namun nampaknya sekarang tidak ada oposisi sama sekali di parlemen. Parlemen itu bisa juga menjadi oposisi meskipun presiden berasal dari partai yang berada parlemen bukan disahkan tanpa menteri harus,1.97E+18,,allandbagus,in,0,2,0,https://x.com/undefined/status/1965727773106049266,1.24E+18,Presiden,2624
1.97E+18,10/9/2025 10:43,0,hei gen z lokal indo lu pada tiru nih gen z nepal daripada dibegoin mantan presiden ke 7,1.97E+18,,C18Gakpo,in,0,0,0,https://x.com/undefined/status/1965727772296503725,2527721916,Presiden,2625
1.97E+18,10/9/2025 10:43,0,Saya berbesar hati menyambut David Joosten Presiden &amp; CEO Vodafone US Inc. Kami terlibat dalam perbincangan yang produktif mengenai peningkatan landskap digital Malaysia melalui inovasi sambungan dan penyelesaian perusahaan. Encik Joosten berkongsi pandangan berharga mengenai https://t.co/bhvtlYsO3c,1.97E+18,,Bintangazhar78,in,0,1,0,https://x.com/undefined/status/1965727731385327813,1.80E+18,Presiden,2626
1.97E+18,10/9/2025 10:42,0,Presiden Prabowo memerintahkan agar jalur penerbangan internasional bisa langsung menuju berbagai daerah di Indonesia tanpa harus transit di Jakarta terlebih dahulu. #presidenprabowo #prabowosubianto #kemenhub #airport #pariwisata https://t.co/qAO8OpmUoq,1.97E+18,,,in,0,0,0,https://x.com/undefined/status/1965727636262682729,1.91E+18,Presiden,2627
1.97E+18,10/9/2025 10:42,15,Purbaya Menkeu baru jangan omon2 doang buktikan satu saja target presiden Prabowo APBN tidak Defisit. klo nanti tdk tercapai mundur aja https://t.co/GnHctYZlTy,1.97E+18,https://pbs.twimg.com/media/G0eq2ZNbwAAOUca.jpg,,in,0,0,4,https://x.com/undefined/status/1965727627949625636,135542370,Presiden,2628
1.97E+18,10/9/2025 10:42,0,@pisceesgirls jadi presiden min ,1.97E+18,https://pbs.twimg.com/ext_tw_video_thumb/1965727593199452160/pu/img/WJDn-8YShrJWGy0R.jpg,,in,0,0,0,https://x.com/undefined/status/1965727616083587535,8.99E+17,Presiden,2629
1.97E+18,10/9/2025 10:42,0,@geloraco Makanya kalau mau menjadi diktator harus punya sahabat seorang kepala negara juga supaya entar jika terjadi pemberontakan rakyat anarkis vandalis tinggal minta suaka aja presiden konoha sekarang punya pengalaman saat dituntut dibawa ke mahkamah militer gara2 melanggar ham,1.97E+18,,,in,0,0,0,https://x.com/undefined/status/1965727599902298531,9.70E+17,Presiden,2630
1.97E+18,10/9/2025 10:42,0,@txtdrpemerintah Presiden halu https://t.co/T4m615E8D1,1.97E+18,,pisceesgirls,in,0,0,0,https://x.com/undefined/status/1965727568222646674,1.31E+18,Presiden,2631
1.97E+18,10/9/2025 10:42,1,Suruhanjaya Eropah hentikan pembayaran kepada Israel berhubung tindakan di Gaza Kami akan menangguhkan sokongan dua hala kami kepada Israel - Presiden Ursula von der Leyen #sinarharian #SuruhanjayaEropah #Israel https://t.co/A8u7ntaKTW,1.97E+18,,geloraco,in,0,0,0,https://x.com/undefined/status/1965727540712276209,1055612952,Presiden,2632
1.97E+18,10/9/2025 10:42,0,@detikcom pak presiden @prabowo ada beton pak,1.97E+18,https://pbs.twimg.com/media/G0eqoRqagAAwibt.jpg,txtdrpemerintah,in,0,0,0,https://x.com/undefined/status/1965727536211693673,1.33E+18,Presiden,2633
1.97E+18,10/9/2025 10:42,0,@msaid_didu bapaknya banyak duitnya puang....hasil menjadi presiden 10 tahun....,1.97E+18,,,in,0,0,1,https://x.com/undefined/status/1965727506688004149,331383958,Presiden,2634
1.97E+18,10/9/2025 10:42,0,@maxwalden_ Tugas presiden itu menjamin kehidupan tiap warga negara. :(,1.97E+18,,detikcom,in,0,0,0,https://x.com/undefined/status/1965727486521786665,9.95E+17,Presiden,2635
1.97E+18,10/9/2025 10:41,1,@GenZNusantara Presiden Prabowo bikin SPPI makin eksis dengan tugas mulia pemenuhan gizi,1.97E+18,,msaid_didu,in,0,0,0,https://x.com/undefined/status/1965727409317224623,1.88E+18,Presiden,2636
1.96E+18,10/9/2025 10:41,0,cc presiden asli @prabowo @TitiekSoeharto,1.97E+18,,maxwalden_,in,0,0,0,https://x.com/undefined/status/1965727242895692050,1049598685,Presiden,2637
1.97E+18,10/9/2025 10:40,0,Presiden Republik Indonesia Prabowo Subianto menghadiri BRICS Leaders Virtual Meeting yang mempertemukan para pemimpin negara anggota BRICS untuk membahas berbagai isu global. Rabu Purbaya sore https://t.co/P2hCIL2Aq6,1.97E+18,,GenZNusantara,in,0,0,0,https://x.com/undefined/status/1965727104005468201,1.52E+18,Presiden,2638
1.97E+18,10/9/2025 10:40,0,perasaan nih gendut gaada wibawanya samsek jadi presiden...,1.97E+18,,,in,0,0,0,https://x.com/undefined/status/1965727054793724033,1.60E+18,Presiden,2639
1.97E+18,10/9/2025 10:40,0,Purbaya Klaim Kesejahteraan Naik 10 Bulan usai Prabowo Presiden https://t.co/ZfKTe5uG3w,1.97E+18,https://pbs.twimg.com/ext_tw_video_thumb/1965726888095272960/pu/img/-x5T8YY-O-EGt_0N.jpg,,in,0,0,0,https://x.com/undefined/status/1965726960350638204,1.26E+18,Presiden,2640
1.97E+18,10/9/2025 10:40,0,Presiden Siapkan Berbagai Bantuan untuk Korban Aksi Unjuk Rasa Rabu Purbaya sore https://t.co/5mkEmVXqvN,1.97E+18,,,in,0,0,0,https://x.com/undefined/status/1965726959096525207,1.42E+18,Presiden,2641
1.97E+18,10/9/2025 10:40,0,@lijenoq @SHlNYUNNA MENARI ULAR DONG BANG REQUEST DARI PAK PRESIDEN ENIH,1.97E+18,,,in,1,0,0,https://x.com/undefined/status/1965726947406938398,4187275698,Presiden,2642
1.97E+18,10/9/2025 10:39,0,@swarnadiva11 @Adi_Wicaksono Gk ada hasilnya bgmn blog justru adanya demo 98 si jokowi mana bisa jadi Presiden njeeng Aktivis2 yg dulu vocal dan demo skrg mereka ada di pemerintahan goblk kok di umbar,1.97E+18,https://pbs.twimg.com/ext_tw_video_thumb/1965726744054562816/pu/img/J-A8tupP3ZOb9YLC.jpg,,in,0,0,0,https://x.com/undefined/status/1965726868352700869,1.26E+18,Presiden,2643
1.97E+18,10/9/2025 10:38,0,@BosPurwa Mmg si Luhut paling top di negara ini sehingga dua tabu menyebut Mr Presiden,1.97E+18,,lijenoq,in,0,1,0,https://x.com/undefined/status/1965726625468928164,1.74E+18,Presiden,2644
1.97E+18,10/9/2025 10:38,0,Menko Airlangga: Anjloknya IHSG Hanya Sementara! Menko Bidang Perekonomian Airlangga Hartarto memberikan keterangan usai rapat terbatas bersama Presiden Prabowo Subianto. Ia menanggapi kekhawatiran publik terkait pelemahan Indeks Harga Saham Gabungan (IHSG) pasca-perombakan. https://t.co/eCgadFIjv6,1.97E+18,,swarnadiva11,in,0,0,0,https://x.com/undefined/status/1965726604572991532,1.87E+18,Presiden,2645
1.97E+18,10/9/2025 10:38,0,kenapa jabat tangan sih wkwk kayak presiden nyalamin rakyatnya,1.97E+18,,BosPurwa,in,0,0,0,https://x.com/undefined/status/1965726600437309785,9.88E+17,Presiden,2646
1.97E+18,10/9/2025 10:37,11,Singkatnya pergantian ini bukan soal individu tapi soal visi. Pemerintah ingin kebijakan fiskal lebih aktif dan sejalan dengan arah pembangunan nasional yang dicanangkan Presiden Prabowo.,1.97E+18,https://pbs.twimg.com/media/G0epr6aaEAAXqAF.jpg,,in,0,15,0,https://x.com/undefined/status/1965726425258000582,1.92E+18,Presiden,2647
1.97E+18,10/9/2025 10:37,1,Pergantian Menteri Keuangan dari Sri Mulyani ke Purbaya Yudhi Sadewa jadi sorotan besar. Analis menilai langkah ini dilakukan agar kebijakan fiskal lebih sejalan dengan visi ekonomi Presiden Prabowo.,1.97E+18,,,in,0,0,1,https://x.com/undefined/status/1965726400322920705,1.66E+18,Presiden,2648
1.97E+18,10/9/2025 10:37,0,DPR menargetkan menyelesaikan RUU Perampasan Aset tahun ini. Presiden Prabowo sebelumnya berjanji mendorong pembahasan RUU ini sebagai tuntutan demo mahasiswa. Komisi III akan membahasnya dengan naskah akademik dan draf baru menggantikan usulan era Jokowi. #dpr #ruu https://t.co/Dgn7pqb7lG,1.97E+18,,InvestorID,in,0,1,0,https://x.com/undefined/status/1965726395482681815,238091066,Presiden,2649
1.97E+18,10/9/2025 10:37,0,@yusufagro Ikut presiden Prabowo kerja benar dan tidak pernah libur. Jadi manyun,1.97E+18,,InvestorID,in,0,1,0,https://x.com/undefined/status/1965726373718495391,238091066,Presiden,2650
1.97E+18,10/9/2025 10:37,0,Rakyat mnunggu hasil reshuffle presiden omon2 dng nyata. n termul pasti mnunggu penampilan cantik'a dri pemain cadangan yg berlevel internasional HHH #BerangusGengSolo #BerangusGengSolo,1.97E+18,https://pbs.twimg.com/media/G0epm7UbMAAZLk8.jpg,,in,0,1,0,https://x.com/undefined/status/1965726262116409445,1.69E+18,Presiden,2651
1.97E+18,10/9/2025 10:37,1,@hrutimo @Bimbop18 @hansdavidian masuk akal sih. perspektif saya begini. presiden yg skrg ini proyeknya gk masuk akal mahal2 bgt saya gk bisa ekonomi tp ya menurut saya sebagai mentri gk ada pilihan lain selain naikin pajak. ibu SMI juga cape jg makanya mau resign sampe 3x tp pak pres gamau lepasin dia..,1.97E+18,,yusufagro,in,0,1,0,https://x.com/undefined/status/1965726256873537979,1.33E+18,Presiden,2652
1.97E+18,10/9/2025 10:36,0,UDAH ADA USUL DARI PAK PRESIDEN UNTUK UU PERAMPASAN ASET #prabowo #rieke... https://t.co/0vOno8fEGy lewat @YouTube,1.97E+18,,,in,0,0,0,https://x.com/undefined/status/1965726147389555050,1.60E+18,Presiden,2653
1.97E+18,10/9/2025 10:36,0,Istana berubah jadi rumah rakyat Presiden Prabowo membuka pintunya untuk mahasiswa membuktikan bahwa kritik bukan ancaman melainkan suara yang harus didengar. #suararakyat #mahasiswa #politik #Indonesiaaman #indonesiasejahtera https://t.co/JWdEpE5V1P,1.97E+18,,hrutimo,in,0,1,0,https://x.com/undefined/status/1965726119795302465,1026533485,Presiden,2654
1.97E+18,10/9/2025 10:36,0,Reshuffle Presiden Prabowo menunjuk Menhan Sjafrie Sjamsoeddin sebagai Menko Polkam ad interim usai Budi Gunawan diberhentikan dari jabatannya. Penunjukan ini diumumkan Wakil Menko Polkam Lodewijk F. Paulus saat menyambut Sjafrie dalam kunjungan ke Kemenko Polkam (9/9). https://t.co/ukZ49aI7sO,1.97E+18,,,in,0,1,0,https://x.com/undefined/status/1965726009782853643,1.48E+18,Presiden,2655
1.97E+18,10/9/2025 10:36,0,Presiden Republik Indonesia Prabowo Subianto meresmikan Gedung Layanan Terpadu serta Institut Neurosains Nasional di RSPON Mahar Mardjono Jakarta. Dibangun oleh WIKA rumah sakit ini menghadirkan fasilitas kesehatan berkelas internasional dengan layanan medis pendidikan. https://t.co/CONCvBIMgm,1.97E+18,https://pbs.twimg.com/ext_tw_video_thumb/1965725959753019392/pu/img/A_mJA5Vod5e_OakL.jpg,,in,0,0,0,https://x.com/undefined/status/1965725981236220122,8.99E+17,Presiden,2656
1.97E+18,10/9/2025 10:35,10,Presiden Kolombia Gustavo Petro menegaskan negaranya tidak akan mengizinkan wilayahnya dipakai untuk intervensi militer ke Venezuela. https://t.co/JOY0vvtTU3,1.97E+18,https://pbs.twimg.com/media/G0epLNMacAANoxT.jpg,,in,0,15,0,https://x.com/undefined/status/1965725870762676292,1.92E+18,Presiden,2657
1.97E+18,10/9/2025 10:35,0,@randomable_ Ada yg bs jadi presiden bang,1.97E+18,https://pbs.twimg.com/media/G0epOreacAAD3M4.jpg,,in,0,0,0,https://x.com/undefined/status/1965725843390673404,1.62E+18,Presiden,2658
1.97E+18,10/9/2025 10:35,0,@KotaNusantara Optimisme tinggi untuk masa depan perumahan berkat gebrakan Presiden Prabowo bareng swasta,1.97E+18,,,in,0,0,0,https://x.com/undefined/status/1965725828559643104,18071520,Presiden,2659
1.97E+18,10/9/2025 10:35,0,@ike_hw71 @kompascom gak cuma optimis tapi yakin selepas jadi presiden jkw punya 11 ribu trilyun di kantongnya dia...,1.97E+18,,randomable_,in,0,0,0,https://x.com/undefined/status/1965725827401916690,1.51E+18,Presiden,2660
1.97E+18,10/9/2025 10:35,0,@ARSIPAJA Kerja ya carmuk Mulu nih wakil rakyat eh wakil presiden lulusan apa seh kok kinerja ya gabut beud,1.97E+18,,KotaNusantara,in,0,0,0,https://x.com/undefined/status/1965725720854049041,1.95E+18,Presiden,2661
1.97E+18,10/9/2025 10:34,1,INI MAKSUDNYA APA HAHHH??? TBTB DATENG BAWA MAMI HOON??? YAAMPUN KEWARASANKU DIRENGGUT. SUKA BANGET LUCU BANGET GEMASS BANGET AAAAA TERIMAKASIH PRESIDEN HE... Woiii lucu banget iya non sama-sama makasih udah sukaa ntar lanjut kalo a... https://t.co/aAUhJ5zNQo,1.97E+18,,ike_hw71,in,0,0,0,https://x.com/undefined/status/1965725633218327008,163418739,Presiden,2662
1.97E+18,10/9/2025 10:34,0,@CNNIndonesia Biasa aja kok unfollow ig Presiden ,1.97E+18,,ARSIPAJA,in,0,0,0,https://x.com/undefined/status/1965725553656537102,2346631532,Presiden,2663
1.97E+18,10/9/2025 10:34,1,@msaid_didu Wapres dan presiden punya dana operasional pak. Bagus uang rakyat kembali ke rakyat,1.97E+18,,,in,0,0,0,https://x.com/undefined/status/1965725552582812139,1.41E+18,Presiden,2664
1.97E+18,10/9/2025 10:33,0,Presiden Prabowo Subianto berdialog dengan sejumlah pimpinan media dan siniar di Hambalang Bogor pada Sabtu (6/9/2025). Dalam pertemuan selama 14 jam Prabowo menjelaskan sikapnya terhadap tuntutan rakyat 17+8. #Prabowo #Tuntutan17plus8 #TuntutanRakyat https://t.co/9AsJLl3cOP,1.97E+18,,CNNIndonesia,in,0,0,0,https://x.com/undefined/status/1965725188156428581,1.59E+18,Presiden,2665
1.97E+18,10/9/2025 10:33,0,Pak presiden PRABOWO Ganti Listyo Sigit sekarang juga Jangan mau di atur JOKOWI,1.97E+18,,msaid_didu,in,0,0,0,https://x.com/undefined/status/1965725184545231240,1.96E+18,Presiden,2666
1.97E+18,10/9/2025 10:32,0,@Jayabay19479190 Selesai purna presiden mau tenang ke kampung halamannya ternyata gabung ke Gajah,1.97E+18,https://pbs.twimg.com/amplify_video_thumb/1965724678829531137/img/MGDIFrw9qDI1z8uD.jpg,,in,0,0,0,https://x.com/undefined/status/1965725091716825326,1.92E+18,Presiden,2667
1.97E+18,10/9/2025 10:32,0,@islah_bahrawi Boleh tuh Jokowi lamar kerja 3 periode di Nepal..mumpung kosong ga ada presiden/PM nya .dr pd ngrusak NKRI,1.97E+18,,,in,0,0,0,https://x.com/undefined/status/1965725011085529109,1.59E+18,Presiden,2668
1.97E+18,10/9/2025 10:32,0,Selamat Purna Tugas Bapak @ditoariotedjo Terima kasih seluruh Masyarakat Indonesia Terima kasih Bapak Presiden Saya Afif Xavi siap bertugas menjadi MENPURA yang baru Mohon doa dan dukungan!!! Maju terus pemuda olahraga pura pura 🇮🇩 https://t.co/v85NpSlA0s,1.97E+18,,Jayabay19479190,in,0,0,0,https://x.com/undefined/status/1965724977635991658,1008704215,Presiden,2669
1.97E+18,10/9/2025 10:31,0,DEMO BESAR DI NEPAL: Menkeu Ditelanjangi dan Diarak Gedung DPR Rumah Presiden dan PM Dibakar https://t.co/pc2aRsvanw via @tribunnews,1.97E+18,,islah_bahrawi,in,0,0,0,https://x.com/undefined/status/1965724830109737077,1.82E+18,Presiden,2670
1.97E+18,10/9/2025 10:31,14,@tyrajspage @joey_ardiva @prabowo Lah kmren udh d pilih 58%.. Apa kurang representasi rakyat? Knpa ga nuntut dia kerja bner? Perasaan fery irwandy ga prnah nuntut presiden turun. Emg apa yg bisa jamin klo d pimpin mendagri menhan dll ga jdi perebutan kekuasaan?,1.97E+18,https://pbs.twimg.com/media/G0eoQteaoAAJYHo.jpg,,in,0,0,0,https://x.com/undefined/status/1965724778188439794,1122092726,Presiden,2671
1.97E+18,10/9/2025 10:30,0,Sah! Presiden Prabowo reshuffle sejumlah menteri pada 8/9/2025 Menkopolhukam Budi Gunawan out. Menkeu Sri Mulyani out. Menpora Dito out. MenP2MI Karding out. Menkop Budi Arie out. Lanjutkan bersih2? #BerangusGengSolo #BerangusGengSolo https://t.co/LnNaAvjJgl,1.97E+18,,,in,0,0,0,https://x.com/undefined/status/1965724598210826272,142305302,Presiden,2672
1.97E+18,10/9/2025 10:30,1,@King_SpeakUp Presiden Prabowo hrs menata ulang tanah2 yg dikuasai oleh Konglo2 yg nakal rakus tamak kufur nikmat itu mosok 1 org bisa memiliki tanah ratusan ribu Hektar bahkan jutaan Hektar emang tanah moyangnya,1.97E+18,,tyrajspage,in,0,2,0,https://x.com/undefined/status/1965724527327092827,1.14E+18,Presiden,2673
